LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2000,5.021818611,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2001,5.117881704,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2002,5.279056346,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2003,5.549321467,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2004,5.886362725,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2005,5.904805585,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2006,5.928884559,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2007,5.924522737,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2008,6.81084889,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2009,7.230800591,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2010,7.524603852,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2011,8.281895794,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2012,12.19088147,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2013,12.53675304,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2014,12.62885232,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2015,12.19885657,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2016,11.67741892,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2017,11.39405002,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2018,10.30639566,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2019,10.33943045,
IRL,RESEARCHER,TOT,1000EMPLOYED,A,2020,10.67419257,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1981,2.430030434,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1982,2.641540196,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1983,2.92622791,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1984,2.878005516,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1985,2.932891123,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1986,3.099484668,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1987,3.21603734,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1988,3.374777895,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1989,3.40747841,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1990,3.433489262,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1991,3.256238693,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1992,3.244485134,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1993,3.334587712,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1994,3.449042338,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1995,3.447495253,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1996,3.467561217,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1997,2.970455511,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1998,2.925241928,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,1999,2.882317259,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2000,2.870778076,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2001,2.840679698,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2002,2.983908123,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2003,2.903150308,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2004,2.954548625,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2005,3.36541035,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2006,3.537976507,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2007,3.675370303,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2008,3.776318332,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2009,4.083113488,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2010,4.173229014,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2011,4.271733663,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2012,4.466633848,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2013,4.77276201,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2014,4.852056673,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2015,5.134360137,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2016,5.38080463,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2017,5.58422805,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2018,6.003121637,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2019,6.305859104,
ITA,RESEARCHER,TOT,1000EMPLOYED,A,2020,6.285565,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1981,5.234779242,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1982,5.359318129,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1983,5.714050756,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1984,5.858510359,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1985,6.207587466,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1986,6.374180886,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1987,6.713729482,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1988,6.941515611,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1989,7.20075388,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1990,7.397535527,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1991,7.450873892,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1992,7.672447678,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1993,7.869029115,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1994,8.076900109,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1995,8.212425983,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1996,9.175918907,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1997,9.229572788,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1998,9.74555524,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,1999,9.969738694,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2000,9.870019814,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2001,9.989612972,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2002,9.643459687,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2003,10.09218607,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2004,10.05609906,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2005,10.38639728,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2006,10.3787601,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2007,10.28837972,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2008,9.888060713,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2009,9.985833105,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2010,10.00658938,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2011,10.04760229,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2012,9.959582107,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2013,10.13610693,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2014,10.43796234,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2015,10.1051772,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2016,10.0632919,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2017,10.11928418,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2018,9.97167897,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2019,9.936908839,
JPN,RESEARCHER,TOT,1000EMPLOYED,A,2020,10.10604263,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,1995,4.916192368,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,1996,4.76359978,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,1997,4.833993342,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,1998,4.637972425,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,1999,4.933901184,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2000,5.118311057,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2001,6.307809753,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2002,6.383456279,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2003,6.806498065,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2004,6.88738609,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2005,7.875801656,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2006,8.624720591,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2007,9.419304397,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2008,9.932150198,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2009,10.30381514,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2010,10.98980302,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2011,11.77889519,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2012,12.64633111,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2013,12.72152448,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2014,13.33990141,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2015,13.61629192,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2016,13.68062151,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2017,14.33490292,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2018,15.22520544,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2019,15.87937824,
KOR,RESEARCHER,TOT,1000EMPLOYED,A,2020,16.60479996,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2000,6.233333333,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2003,6.663247863,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2004,6.782899132,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2005,7.237569061,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2006,6.42942097,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2007,6.59850075,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2008,6.545350501,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2009,6.786745964,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2010,7.266629588,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2011,7.647028633,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2012,6.09438143,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2013,6.484045584,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2014,6.640565799,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2015,6.426495937,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2016,6.613049713,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2017,6.785301595,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2018,6.379679144,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2019,6.731072479,
LUX,RESEARCHER,TOT,1000EMPLOYED,A,2020,6.207265595,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,1993,0.515956625,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,1994,0.615178921,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,1995,0.731415079,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,1996,0.710869932,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,1997,0.732226857,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,1998,0.678612466,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,1999,0.695959747,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2001,0.73047897,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2002,0.987247128,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2003,1.067164214,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2004,1.225334982,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2005,1.339026294,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2006,1.070568167,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2007,1.095691445,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2008,1.071922705,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2009,1.259960957,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2010,1.114892159,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2011,1.125602157,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2012,0.799382535,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2013,0.817161535,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2014,0.846779182,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2015,0.912679078,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2016,1.017851563,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2017,1.012440132,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2018,0.998711994,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2019,1.060421953,
MEX,RESEARCHER,TOT,1000EMPLOYED,A,2020,1.237840892,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1981,3.22749917,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1983,3.748936894,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1985,3.999668764,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1987,4.039284017,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1989,4.042424242,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1993,4.560782091,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1994,4.808384918,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1995,4.766097964,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1996,4.789083558,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1997,4.975549163,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1998,4.991187739,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,1999,5.189695841,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2000,5.143727904,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2001,5.449862555,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2002,5.206479174,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2003,5.227326969,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2004,5.842124321,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2005,5.737889688,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2006,6.237530806,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2007,5.820451436,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2008,5.690072911,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2009,5.312591922,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2010,6.117211528,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2011,6.926579795,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2012,8.287326502,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2013,9.480934387,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2014,9.594269341,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2015,9.478655767,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2016,9.796712513,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2017,9.940264279,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2018,10.16123883,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2019,10.16707816,
NLD,RESEARCHER,TOT,1000EMPLOYED,A,2020,10.67885974,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1989,3.174958814,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1990,3.296725509,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1991,3.166733307,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1992,4.046476556,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1993,4.207383279,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1995,3.790833437,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1997,4.955778903,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,1999,4.970803334,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2001,5.718992248,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2003,6.467018884,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2005,6.307864186,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2007,6.86412788,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2009,7.538159004,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2011,7.459271463,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2013,8.003577018,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2015,10.64826646,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2017,9.458873606,
NZL,RESEARCHER,TOT,1000EMPLOYED,A,2019,10.61230529,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1981,3.8001115,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1982,3.928661904,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1983,4.205422421,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1984,4.520485814,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1985,4.75237815,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1987,5.335039553,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1989,5.854363321,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1991,6.60321821,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1993,7.206384848,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1995,7.515686182,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1997,7.857495844,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,1999,7.931931498,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2001,8.432212465,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2003,8.981815003,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2004,9.008283559,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2005,9.143972396,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2006,9.437659352,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2007,9.800611768,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2008,9.975040948,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2009,10.28458467,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2010,10.3835283,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2011,10.5363362,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2012,10.55743051,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2013,10.61806181,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2014,10.85263549,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2015,11.31668391,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2016,11.75519375,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2017,12.24139186,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2018,12.2961504,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2019,12.65570255,
NOR,RESEARCHER,TOT,1000EMPLOYED,A,2020,13.00483438,
POL,RESEARCHER,TOT,1000EMPLOYED,A,1994,3.274402872,
POL,RESEARCHER,TOT,1000EMPLOYED,A,1995,3.410113005,
POL,RESEARCHER,TOT,1000EMPLOYED,A,1996,3.506659271,
POL,RESEARCHER,TOT,1000EMPLOYED,A,1997,3.663545737,
POL,RESEARCHER,TOT,1000EMPLOYED,A,1998,3.658820924,
POL,RESEARCHER,TOT,1000EMPLOYED,A,1999,3.799280982,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2000,3.753282268,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2001,3.955533012,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2002,4.120569797,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2003,4.30652428,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2004,4.428973206,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2005,4.422152664,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2006,4.107357331,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2007,4.050917464,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2008,3.928654517,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2009,3.870001393,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2010,4.197126927,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2011,4.149029908,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2012,4.329643487,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2013,4.621910527,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2014,4.997895874,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2015,5.171822167,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2016,5.476188997,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2017,7.02329145,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2018,7.180605595,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2019,7.3655773,
POL,RESEARCHER,TOT,1000EMPLOYED,A,2020,7.598654681,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1982,0.878095911,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1983,0.943445503,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1984,1.014015933,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1985,1.158600308,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1986,1.339300027,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1987,1.405122623,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1988,1.468601941,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1989,1.57034853,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1990,1.670843975,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1991,1.805553659,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1992,2.0186814,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1993,2.151085135,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1994,2.276437717,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1995,2.561104212,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1996,2.7407384,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1997,2.88692411,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1998,3.025217307,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,1999,3.19293203,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2000,3.319866911,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2001,3.455126146,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2002,3.686175627,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2003,3.968870971,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2004,4.084394544,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2005,4.190919028,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2006,4.87092123,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2007,5.566620357,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2008,7.95412411,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2009,8.060841358,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2010,8.524046144,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2011,9.223049753,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2012,9.276148223,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2013,8.497075021,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2014,8.454583333,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2015,8.451287523,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2016,8.892614999,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2017,9.356912766,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2018,9.696207555,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2019,10.12800141,
PRT,RESEARCHER,TOT,1000EMPLOYED,A,2020,10.93776228,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,1994,4.873296201,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,1995,4.608498316,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,1996,4.653402842,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,1997,4.693960184,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,1998,4.787920377,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,1999,4.456737111,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2000,4.916418418,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2001,4.706574424,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2002,4.503991829,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2003,4.672244046,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2004,5.213632556,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2005,5.227896476,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2006,5.522402828,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2007,5.674957096,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2008,5.601478146,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2009,6.03225007,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2010,6.997255996,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2011,6.94009409,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2012,6.911685899,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2013,6.717935127,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2014,6.631224448,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2015,6.354161291,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2016,6.095950581,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2017,6.418362942,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2018,6.751099838,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2019,6.943018743,
SVK,RESEARCHER,TOT,1000EMPLOYED,A,2020,7.201289875,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1981,1.56018721,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1982,1.534000882,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1983,1.594131629,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1984,1.719104986,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1985,1.81729629,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1986,2.03028246,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1987,2.090548569,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1988,2.379044261,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1989,2.424354026,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1990,2.673497772,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1991,2.849790343,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1992,2.96387684,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1993,3.173814403,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1994,3.51981352,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1995,3.416123073,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1996,3.672646314,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1997,3.694538723,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1998,3.958997064,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,1999,3.868260012,
