DEMO_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
NY_GDP_MKTP_CD,GDP (current US$),SAU,Saudi Arabia,2021,2021,8.33541E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SYC,Seychelles,2016,2016,1490226454,,
NY_GDP_MKTP_CD,GDP (current US$),SYC,Seychelles,2017,2017,1573428277,,
NY_GDP_MKTP_CD,GDP (current US$),SYC,Seychelles,2018,2018,1636310049,,
NY_GDP_MKTP_CD,GDP (current US$),SYC,Seychelles,2019,2019,1684228529,,
NY_GDP_MKTP_CD,GDP (current US$),SYC,Seychelles,2020,2020,1200634489,,
NY_GDP_MKTP_CD,GDP (current US$),SYC,Seychelles,2021,2021,1320053793,,
NY_GDP_MKTP_CD,GDP (current US$),SLE,Sierra Leone,2016,2016,3674794530,,
NY_GDP_MKTP_CD,GDP (current US$),SLE,Sierra Leone,2017,2017,3719369107,,
NY_GDP_MKTP_CD,GDP (current US$),SLE,Sierra Leone,2018,2018,4085114794,,
NY_GDP_MKTP_CD,GDP (current US$),SLE,Sierra Leone,2019,2019,4076578543,,
NY_GDP_MKTP_CD,GDP (current US$),SLE,Sierra Leone,2020,2020,4063289450,,
NY_GDP_MKTP_CD,GDP (current US$),SLE,Sierra Leone,2021,2021,4200380124,,
NY_GDP_MKTP_CD,GDP (current US$),SGP,Singapore,2016,2016,3.18832E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SGP,Singapore,2017,2017,3.43193E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SGP,Singapore,2018,2018,3.76998E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SGP,Singapore,2019,2019,3.75473E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SGP,Singapore,2020,2020,3.45296E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SGP,Singapore,2021,2021,3.96987E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SLB,Solomon Islands,2016,2016,1378543909,,
NY_GDP_MKTP_CD,GDP (current US$),SLB,Solomon Islands,2017,2017,1483793468,,
NY_GDP_MKTP_CD,GDP (current US$),SLB,Solomon Islands,2018,2018,1574622018,,
NY_GDP_MKTP_CD,GDP (current US$),SLB,Solomon Islands,2019,2019,1570093229,,
NY_GDP_MKTP_CD,GDP (current US$),SLB,Solomon Islands,2020,2020,1545888426,,
NY_GDP_MKTP_CD,GDP (current US$),SLB,Solomon Islands,2021,2021,1645213882,,
NY_GDP_MKTP_CD,GDP (current US$),SDN,Sudan,2016,2016,1.02944E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SDN,Sudan,2017,2017,1.29718E+11,,
NY_GDP_MKTP_CD,GDP (current US$),SDN,Sudan,2018,2018,32333780383,,
NY_GDP_MKTP_CD,GDP (current US$),SDN,Sudan,2019,2019,32338079165,,
NY_GDP_MKTP_CD,GDP (current US$),SDN,Sudan,2020,2020,26987563444,,
NY_GDP_MKTP_CD,GDP (current US$),SDN,Sudan,2021,2021,34326058557,,
NY_GDP_MKTP_CD,GDP (current US$),SYR,Syrian Arab Republic,2016,2016,12453459335,,
NY_GDP_MKTP_CD,GDP (current US$),SYR,Syrian Arab Republic,2017,2017,16340665432,,
NY_GDP_MKTP_CD,GDP (current US$),SYR,Syrian Arab Republic,2018,2018,21445775364,,
NY_GDP_MKTP_CD,GDP (current US$),TLS,Timor-Leste,2016,2016,1650618500,,
NY_GDP_MKTP_CD,GDP (current US$),TLS,Timor-Leste,2017,2017,1615609700,,
NY_GDP_MKTP_CD,GDP (current US$),TLS,Timor-Leste,2018,2018,1583876200,,
NY_GDP_MKTP_CD,GDP (current US$),TLS,Timor-Leste,2019,2019,2047931700,,
NY_GDP_MKTP_CD,GDP (current US$),TLS,Timor-Leste,2020,2020,1902156800,,
NY_GDP_MKTP_CD,GDP (current US$),TLS,Timor-Leste,2021,2021,1959134744,,
NY_GDP_MKTP_CD,GDP (current US$),TGO,Togo,2016,2016,6031632168,,
NY_GDP_MKTP_CD,GDP (current US$),TGO,Togo,2017,2017,6395472574,,
NY_GDP_MKTP_CD,GDP (current US$),TGO,Togo,2018,2018,7112200725,,
NY_GDP_MKTP_CD,GDP (current US$),TGO,Togo,2019,2019,7220395248,,
NY_GDP_MKTP_CD,GDP (current US$),TGO,Togo,2020,2020,7574636979,,
NY_GDP_MKTP_CD,GDP (current US$),TGO,Togo,2021,2021,8413200568,,
NY_GDP_MKTP_CD,GDP (current US$),URY,Uruguay,2016,2016,57236652490,,
NY_GDP_MKTP_CD,GDP (current US$),URY,Uruguay,2017,2017,64233966861,,
NY_GDP_MKTP_CD,GDP (current US$),URY,Uruguay,2018,2018,64515038268,,
NY_GDP_MKTP_CD,GDP (current US$),URY,Uruguay,2019,2019,61231149881,,
NY_GDP_MKTP_CD,GDP (current US$),URY,Uruguay,2020,2020,53560755047,,
NY_GDP_MKTP_CD,GDP (current US$),URY,Uruguay,2021,2021,59319547636,,
NY_GDP_MKTP_CD,GDP (current US$),UZB,Uzbekistan,2016,2016,86138288615,,
NY_GDP_MKTP_CD,GDP (current US$),UZB,Uzbekistan,2017,2017,62081323299,,
NY_GDP_MKTP_CD,GDP (current US$),UZB,Uzbekistan,2018,2018,52633143808,,
NY_GDP_MKTP_CD,GDP (current US$),UZB,Uzbekistan,2019,2019,59907674027,,
NY_GDP_MKTP_CD,GDP (current US$),UZB,Uzbekistan,2020,2020,59894305353,,
NY_GDP_MKTP_CD,GDP (current US$),UZB,Uzbekistan,2021,2021,69238903106,,
NY_GDP_MKTP_CD,GDP (current US$),VUT,Vanuatu,2016,2016,780889606,,
NY_GDP_MKTP_CD,GDP (current US$),VUT,Vanuatu,2017,2017,880062103,,
NY_GDP_MKTP_CD,GDP (current US$),VUT,Vanuatu,2018,2018,914736985,,
NY_GDP_MKTP_CD,GDP (current US$),VUT,Vanuatu,2019,2019,936526268,,
NY_GDP_MKTP_CD,GDP (current US$),VUT,Vanuatu,2020,2020,896827873,,
NY_GDP_MKTP_CD,GDP (current US$),VUT,Vanuatu,2021,2021,983469257,,
NY_GDP_MKTP_CD,GDP (current US$),VIR,United States Virgin Islands,2016,2016,3798000000,,
NY_GDP_MKTP_CD,GDP (current US$),VIR,United States Virgin Islands,2017,2017,3794000000,,
NY_GDP_MKTP_CD,GDP (current US$),VIR,United States Virgin Islands,2018,2018,3922000000,,
NY_GDP_MKTP_CD,GDP (current US$),VIR,United States Virgin Islands,2019,2019,4117000000,,
NY_GDP_MKTP_CD,GDP (current US$),VIR,United States Virgin Islands,2020,2020,4204000000,,
NY_GDP_MKTP_CD,GDP (current US$),YEM,Yemen,2016,2016,31317828584,,
NY_GDP_MKTP_CD,GDP (current US$),YEM,Yemen,2017,2017,26842231205,,
NY_GDP_MKTP_CD,GDP (current US$),YEM,Yemen,2018,2018,21606161066,,
NY_GDP_MKTP_CD,GDP (current US$),YEM,Yemen,2019,2019,21887614217,,
NY_GDP_MKTP_CD,GDP (current US$),YEM,Yemen,2020,2020,18840511908,,
NY_GDP_MKTP_CD,GDP (current US$),YEM,Yemen,2021,2021,21061691630,,
NY_GDP_MKTP_CD,GDP (current US$),ZMB,Zambia,2016,2016,20958412538,,
NY_GDP_MKTP_CD,GDP (current US$),ZMB,Zambia,2017,2017,25873601261,,
NY_GDP_MKTP_CD,GDP (current US$),ZMB,Zambia,2018,2018,26311590297,,
NY_GDP_MKTP_CD,GDP (current US$),ZMB,Zambia,2019,2019,23308667781,,
NY_GDP_MKTP_CD,GDP (current US$),ZMB,Zambia,2020,2020,18110631358,,
NY_GDP_MKTP_CD,GDP (current US$),ZMB,Zambia,2021,2021,21203059080,,
NY_GDP_MKTP_CD,GDP (current US$),ZWE,Zimbabwe,2016,2016,20548678100,,
NY_GDP_MKTP_CD,GDP (current US$),ZWE,Zimbabwe,2017,2017,17584890937,,
NY_GDP_MKTP_CD,GDP (current US$),ZWE,Zimbabwe,2018,2018,18115543791,,
NY_GDP_MKTP_CD,GDP (current US$),ZWE,Zimbabwe,2019,2019,19284289739,,
NY_GDP_MKTP_CD,GDP (current US$),ZWE,Zimbabwe,2020,2020,18051170799,,
NY_GDP_MKTP_CD,GDP (current US$),ZWE,Zimbabwe,2021,2021,26217726717,,
NY_GDP_MKTP_CD,GDP (current US$),MAC,"China, Macao Special Administrative Region",2016,2016,45070605746,,
NY_GDP_MKTP_CD,GDP (current US$),MAC,"China, Macao Special Administrative Region",2017,2017,50440941939,,
NY_GDP_MKTP_CD,GDP (current US$),MAC,"China, Macao Special Administrative Region",2018,2018,55284360483,,
NY_GDP_MKTP_CD,GDP (current US$),MAC,"China, Macao Special Administrative Region",2019,2019,55204758070,,
NY_GDP_MKTP_CD,GDP (current US$),MAC,"China, Macao Special Administrative Region",2020,2020,25586111076,,
NY_GDP_MKTP_CD,GDP (current US$),MAC,"China, Macao Special Administrative Region",2021,2021,29905190182,,
NY_GDP_MKTP_CD,GDP (current US$),SRB,Serbia,2016,2016,40692643373,,
NY_GDP_MKTP_CD,GDP (current US$),SRB,Serbia,2017,2017,44179055280,,
NY_GDP_MKTP_CD,GDP (current US$),SRB,Serbia,2018,2018,50640650221,,
NY_GDP_MKTP_CD,GDP (current US$),SRB,Serbia,2019,2019,51514222382,,
NY_GDP_MKTP_CD,GDP (current US$),SRB,Serbia,2020,2020,53335016425,,
NY_GDP_MKTP_CD,GDP (current US$),SRB,Serbia,2021,2021,63068134601,,
NY_GDP_MKTP_CD,GDP (current US$),MNE,Montenegro,2016,2016,4376929572,,
NY_GDP_MKTP_CD,GDP (current US$),MNE,Montenegro,2017,2017,4856602179,,
NY_GDP_MKTP_CD,GDP (current US$),MNE,Montenegro,2018,2018,5506944403,,
NY_GDP_MKTP_CD,GDP (current US$),MNE,Montenegro,2019,2019,5542201151,,
NY_GDP_MKTP_CD,GDP (current US$),MNE,Montenegro,2020,2020,4780722122,,
NY_GDP_MKTP_CD,GDP (current US$),MNE,Montenegro,2021,2021,5809170962,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUS,Australia,2016,2016,2.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUS,Australia,2017,2017,2.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUS,Australia,2018,2018,2.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUS,Australia,2019,2019,2.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUS,Australia,2021,2021,1.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUT,Austria,2016,2016,2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUT,Austria,2017,2017,2.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUT,Austria,2018,2018,2.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUT,Austria,2019,2019,1.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUT,Austria,2020,2020,-6.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AUT,Austria,2021,2021,4.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),BEL,Belgium,2016,2016,1.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),BEL,Belgium,2017,2017,1.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),BEL,Belgium,2018,2018,1.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),BEL,Belgium,2019,2019,2.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),BEL,Belgium,2020,2020,-5.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),BEL,Belgium,2021,2021,6.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CAN,Canada,2016,2016,1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CAN,Canada,2017,2017,3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CAN,Canada,2018,2018,2.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CAN,Canada,2019,2019,1.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CAN,Canada,2020,2020,-5.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CAN,Canada,2021,2021,4.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CZE,Czechia,2016,2016,2.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CZE,Czechia,2017,2017,5.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CZE,Czechia,2018,2018,3.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CZE,Czechia,2019,2019,3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CZE,Czechia,2020,2020,-5.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),CZE,Czechia,2021,2021,3.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DNK,Denmark,2016,2016,3.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DNK,Denmark,2017,2017,2.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DNK,Denmark,2018,2018,2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DNK,Denmark,2019,2019,2.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DNK,Denmark,2020,2020,-2.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DNK,Denmark,2021,2021,4.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FIN,Finland,2016,2016,2.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FIN,Finland,2017,2017,3.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FIN,Finland,2018,2018,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FIN,Finland,2019,2019,1.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FIN,Finland,2020,2020,-2.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FIN,Finland,2021,2021,3.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FRA,France,2016,2016,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FRA,France,2017,2017,2.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FRA,France,2018,2018,1.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FRA,France,2019,2019,1.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FRA,France,2020,2020,-7.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),FRA,France,2021,2021,7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DEU,Germany,2016,2016,2.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DEU,Germany,2017,2017,2.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DEU,Germany,2018,2018,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DEU,Germany,2019,2019,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DEU,Germany,2020,2020,-4.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DEU,Germany,2021,2021,2.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),GRC,Greece,2016,2016,-0.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),GRC,Greece,2017,2017,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),GRC,Greece,2018,2018,1.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),GRC,Greece,2019,2019,1.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),GRC,Greece,2020,2020,-9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),GRC,Greece,2021,2021,8.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),HUN,Hungary,2016,2016,2.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),HUN,Hungary,2017,2017,4.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),HUN,Hungary,2018,2018,5.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),HUN,Hungary,2019,2019,4.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),HUN,Hungary,2020,2020,-4.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),HUN,Hungary,2021,2021,7.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ISL,Iceland,2016,2016,6.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ISL,Iceland,2017,2017,4.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ISL,Iceland,2018,2018,4.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ISL,Iceland,2019,2019,2.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ISL,Iceland,2020,2020,-6.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ISL,Iceland,2021,2021,3.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),IRL,Ireland,2016,2016,2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),IRL,Ireland,2017,2017,8.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),IRL,Ireland,2018,2018,9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),IRL,Ireland,2019,2019,4.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),IRL,Ireland,2020,2020,5.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),IRL,Ireland,2021,2021,13.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ITA,Italy,2016,2016,1.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ITA,Italy,2017,2017,1.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ITA,Italy,2018,2018,0.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ITA,Italy,2019,2019,0.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ITA,Italy,2020,2020,-9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ITA,Italy,2021,2021,6.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),JPN,Japan,2016,2016,0.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),JPN,Japan,2017,2017,1.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),JPN,Japan,2018,2018,0.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),JPN,Japan,2019,2019,-0.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),JPN,Japan,2020,2020,-4.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),JPN,Japan,2021,2021,1.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),KOR,Republic of Korea,2016,2016,2.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),KOR,Republic of Korea,2017,2017,3.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),KOR,Republic of Korea,2018,2018,2.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),KOR,Republic of Korea,2019,2019,2.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),KOR,Republic of Korea,2020,2020,-0.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),KOR,Republic of Korea,2021,2021,4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),LUX,Luxembourg,2016,2016,5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),LUX,Luxembourg,2017,2017,1.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),LUX,Luxembourg,2018,2018,2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),LUX,Luxembourg,2019,2019,3.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),LUX,Luxembourg,2020,2020,-1.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),LUX,Luxembourg,2021,2021,6.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),MEX,Mexico,2016,2016,2.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),MEX,Mexico,2017,2017,2.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),MEX,Mexico,2018,2018,2.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),MEX,Mexico,2019,2019,-0.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),MEX,Mexico,2020,2020,-8.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),MEX,Mexico,2021,2021,4.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NLD,Netherlands,2016,2016,2.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NLD,Netherlands,2017,2017,2.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NLD,Netherlands,2018,2018,2.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NLD,Netherlands,2019,2019,2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NLD,Netherlands,2020,2020,-3.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NLD,Netherlands,2021,2021,5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NZL,New Zealand,2016,2016,3.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NZL,New Zealand,2017,2017,3.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NZL,New Zealand,2018,2018,3.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NZL,New Zealand,2019,2019,2.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NZL,New Zealand,2020,2020,-1.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NZL,New Zealand,2021,2021,4.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NOR,Norway,2016,2016,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NOR,Norway,2017,2017,2.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NOR,Norway,2018,2018,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NOR,Norway,2019,2019,0.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NOR,Norway,2020,2020,-0.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),NOR,Norway,2021,2021,3.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),POL,Poland,2016,2016,3.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),POL,Poland,2017,2017,4.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),POL,Poland,2018,2018,5.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),POL,Poland,2019,2019,4.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),POL,Poland,2020,2020,-2.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),POL,Poland,2021,2021,5.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),PRT,Portugal,2016,2016,2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),PRT,Portugal,2017,2017,3.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),PRT,Portugal,2018,2018,2.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),PRT,Portugal,2019,2019,2.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),PRT,Portugal,2020,2020,-8.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),PRT,Portugal,2021,2021,4.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),SVK,Slovakia,2016,2016,1.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),SVK,Slovakia,2017,2017,3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),SVK,Slovakia,2018,2018,3.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),SVK,Slovakia,2019,2019,2.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),SVK,Slovakia,2020,2020,-4.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),SVK,Slovakia,2021,2021,3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AFG,Afghanistan,2016,2016,2.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AFG,Afghanistan,2017,2017,2.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AFG,Afghanistan,2018,2018,1.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AFG,Afghanistan,2019,2019,3.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AFG,Afghanistan,2020,2020,-2.4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ALB,Albania,2016,2016,3.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ALB,Albania,2017,2017,3.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ALB,Albania,2018,2018,4,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ALB,Albania,2019,2019,2.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ALB,Albania,2020,2020,-3.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ALB,Albania,2021,2021,8.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DZA,Algeria,2016,2016,3.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DZA,Algeria,2017,2017,1.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DZA,Algeria,2018,2018,1.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DZA,Algeria,2019,2019,1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DZA,Algeria,2020,2020,-5.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),DZA,Algeria,2021,2021,3.8,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AND,Andorra,2016,2016,3.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AND,Andorra,2017,2017,0.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AND,Andorra,2018,2018,1.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AND,Andorra,2019,2019,2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AND,Andorra,2020,2020,-11.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AND,Andorra,2021,2021,8.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AGO,Angola,2016,2016,-2.6,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AGO,Angola,2017,2017,-0.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AGO,Angola,2018,2018,-1.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AGO,Angola,2019,2019,-0.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AGO,Angola,2020,2020,-5.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),AGO,Angola,2021,2021,0.7,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ATG,Antigua and Barbuda,2016,2016,5.5,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ATG,Antigua and Barbuda,2017,2017,3.1,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ATG,Antigua and Barbuda,2018,2018,6.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ATG,Antigua and Barbuda,2019,2019,4.9,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ATG,Antigua and Barbuda,2020,2020,-20.2,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ATG,Antigua and Barbuda,2021,2021,5.3,,
NY_GDP_MKTP_KD_ZG,GDP growth (annual %),ARG,Argentina,2016,2016,-2.1,,
