NATMON_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",SGP,Singapore,2016,2016,2035.69246,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",SGP,Singapore,2017,2017,2354.50308,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",SGP,Singapore,2018,2018,2488.38337,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",SGP,Singapore,2019,2019,2595.04858,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",SGP,Singapore,2020,2020,2573.06449,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HUN,Hungary,2016,2016,0.74838,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HUN,Hungary,2017,2017,0.65838,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HUN,Hungary,2018,2018,0.64031,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HUN,Hungary,2019,2019,0.7868,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),BGD,Bangladesh,2016,2016,0.51646,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),BGD,Bangladesh,2019,2019,0.40523,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),BGD,Bangladesh,2020,2020,0.35829,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",MLI,Mali,2016,2016,128.48607,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",MLI,Mali,2017,2017,178.53186,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",MLI,Mali,2021,2021,122.18068,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2016,2016,0.82574,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,0.8485,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,0.84087,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2019,2019,0.85635,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),SYC,Seychelles,2016,2016,1.29393,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),POL,Poland,2016,2016,0.75787,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),POL,Poland,2017,2017,0.71675,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),POL,Poland,2018,2018,0.67553,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),POL,Poland,2019,2019,0.72489,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",IRL,Ireland,2016,2016,4174.35302,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",IRL,Ireland,2017,2017,4073.38964,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",IRL,Ireland,2018,2018,4469.67275,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",IRL,Ireland,2019,2019,4533.14395,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),DNK,Denmark,2016,2016,1.01073,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),DNK,Denmark,2017,2017,0.99763,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),DNK,Denmark,2018,2018,0.99672,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),DNK,Denmark,2019,2019,0.97195,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",AFG,Afghanistan,2016,2016,119.94158,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",AFG,Afghanistan,2017,2017,120.97549,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SVK,Slovakia,2016,2016,709.11945,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SVK,Slovakia,2017,2017,772.56453,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SVK,Slovakia,2018,2018,835.7069,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SVK,Slovakia,2019,2019,880.84377,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LKA,Sri Lanka,2016,2016,659.12663,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LKA,Sri Lanka,2017,2017,579.81187,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LKA,Sri Lanka,2018,2018,399.21535,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LKA,Sri Lanka,2019,2019,330.83799,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LKA,Sri Lanka,2020,2020,296.47042,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",CIV,Côte d'Ivoire,2016,2016,846.92498,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",CIV,Côte d'Ivoire,2017,2017,775.54231,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",CIV,Côte d'Ivoire,2018,2018,888.90662,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MDV,Maldives,2016,2016,31.00677,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MDV,Maldives,2018,2018,35.16843,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MDV,Maldives,2019,2019,39.57081,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLE,Sierra Leone,2016,2016,0.09877,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLE,Sierra Leone,2017,2017,0.4879,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLE,Sierra Leone,2018,2018,0.82382,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLE,Sierra Leone,2019,2019,0.8672,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLE,Sierra Leone,2020,2020,0.92141,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLE,Sierra Leone,2021,2021,0.835,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",OMN,Oman,2016,2016,1722.08102,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",OMN,Oman,2019,2019,1124.57272,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",OMN,Oman,2020,2020,1353.00356,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),MWI,Malawi,2016,2016,1.02129,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),MCO,Monaco,2016,2016,0.15801,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),MCO,Monaco,2019,2019,0.15255,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SVN,Slovenia,2016,2016,329.66943,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SVN,Slovenia,2017,2017,354.55342,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SVN,Slovenia,2018,2018,413.43906,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SVN,Slovenia,2019,2019,410.508,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",FIN,Finland,2016,2016,3383.63014,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",FIN,Finland,2017,2017,3422.28779,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",FIN,Finland,2018,2018,3720.2429,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",FIN,Finland,2019,2019,3781.955,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",PRT,Portugal,2017,2017,2508.89616,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",PRT,Portugal,2018,2018,2585.34961,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",PRT,Portugal,2019,2019,2518.70887,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LUX,Luxembourg,2017,2017,474.39591,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LUX,Luxembourg,2018,2018,563.68552,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LUX,Luxembourg,2019,2019,535.99164,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VUT,Vanuatu,2017,2017,2.02356,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VUT,Vanuatu,2019,2019,0.47601,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VUT,Vanuatu,2020,2020,0.51101,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CZE,Czechia,2016,2016,0.73529,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CZE,Czechia,2017,2017,0.80203,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CZE,Czechia,2018,2018,0.8453,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CZE,Czechia,2019,2019,0.91473,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",NAM,Namibia,2016,2016,65.93406,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",NAM,Namibia,2017,2017,64.38459,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),DJI,Djibouti,2016,2016,1.68014,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LCA,Saint Lucia,2016,2016,1.37391,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LCA,Saint Lucia,2017,2017,1.28414,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LCA,Saint Lucia,2018,2018,1.16979,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LCA,Saint Lucia,2019,2019,1.12807,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LCA,Saint Lucia,2020,2020,1.12532,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),CYP,Cyprus,2016,2016,1.3427,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),CYP,Cyprus,2017,2017,1.29007,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),CYP,Cyprus,2019,2019,1.14961,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),BRA,Brazil,2016,2016,1.17882,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),BRA,Brazil,2017,2017,1.19122,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),BRA,Brazil,2018,2018,1.13394,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),BRA,Brazil,2019,2019,1.07555,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),JPN,Japan,2016,2016,0.65562,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),JPN,Japan,2017,2017,0.65049,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),JPN,Japan,2018,2018,0.63039,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),JPN,Japan,2019,2019,0.64273,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",BFA,Burkina Faso,2016,2016,73.4494,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",TCD,Chad,2018,2018,115.77126,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",TCD,Chad,2020,2020,172.30248,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",TCD,Chad,2021,2021,135.52669,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2016,2016,0.7025,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2017,2017,0.71802,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2018,2018,0.73447,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2019,2019,0.75759,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2020,2020,0.84237,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2021,2021,0.95974,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),TLS,Timor-Leste,2016,2016,3.12592,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),TLS,Timor-Leste,2017,2017,0.34111,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),TLS,Timor-Leste,2018,2018,0.18096,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),TLS,Timor-Leste,2019,2019,2.50253,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),TLS,Timor-Leste,2020,2020,2.61649,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ZAF,South Africa,2016,2016,2383.83722,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ZAF,South Africa,2017,2017,2202.61929,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ZAF,South Africa,2018,2018,2595.98688,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ZAF,South Africa,2019,2019,2741.1518,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ZAF,South Africa,2020,2020,3059.58208,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ZAF,South Africa,2021,2021,2758.83842,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",EST,Estonia,2016,2016,309.99264,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",EST,Estonia,2017,2017,370.74781,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",EST,Estonia,2018,2018,450.09129,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",EST,Estonia,2019,2019,498.94755,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",HUN,Hungary,2016,2016,1004.97349,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",HUN,Hungary,2017,2017,932.29048,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",HUN,Hungary,2018,2018,1047.12281,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",HUN,Hungary,2019,2019,1215.12295,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MSR,Montserrat,2018,2018,,n,Magnitude nil or negligible
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MSR,Montserrat,2019,2019,,n,Magnitude nil or negligible
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",UKR,Ukraine,2016,2016,330.39751,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",UKR,Ukraine,2017,2017,455.96242,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",UKR,Ukraine,2018,2018,438.11799,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",UKR,Ukraine,2019,2019,645.18638,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",UKR,Ukraine,2020,2020,669.79401,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MYS,Malaysia,2016,2016,4836.75119,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MYS,Malaysia,2017,2017,5036.26376,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MYS,Malaysia,2018,2018,5469.18353,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MYS,Malaysia,2019,2019,5536.88928,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MYS,Malaysia,2020,2020,5455.24669,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),COL,Colombia,2016,2016,1.61093,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),COL,Colombia,2017,2017,1.58775,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),COL,Colombia,2018,2018,1.45528,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),COL,Colombia,2019,2019,1.6175,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),COL,Colombia,2020,2020,1.7788,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),JOR,Jordan,2016,2016,0.40828,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),JOR,Jordan,2017,2017,0.389,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),JOR,Jordan,2018,2018,0.34066,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),JOR,Jordan,2019,2019,0.38123,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),JOR,Jordan,2021,2021,0.44342,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MRT,Mauritania,2016,2016,1.0868,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MRT,Mauritania,2019,2019,0.89294,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MRT,Mauritania,2020,2020,0.95049,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",VCT,Saint Vincent and the Grenadines,2016,2016,16.65636,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",VCT,Saint Vincent and the Grenadines,2017,2017,16.61821,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",VCT,Saint Vincent and the Grenadines,2018,2018,17.04489,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LTU,Lithuania,2016,2016,1.08785,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LTU,Lithuania,2017,2017,1.01388,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LTU,Lithuania,2018,2018,1.00435,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LTU,Lithuania,2019,2019,1.02737,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CRI,Costa Rica,2016,2016,436.89764,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CRI,Costa Rica,2017,2017,508.99671,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CRI,Costa Rica,2018,2018,419.92105,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CRI,Costa Rica,2019,2019,669.3762,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CRI,Costa Rica,2020,2020,807.14494,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AND,Andorra,2016,2016,0.5264,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AND,Andorra,2017,2017,0.52576,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AND,Andorra,2018,2018,0.5377,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AND,Andorra,2019,2019,0.52189,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),NAM,Namibia,2016,2016,,n,Magnitude nil or negligible
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),NAM,Namibia,2017,2017,,n,Magnitude nil or negligible
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ECU,Ecuador,2016,2016,0.20881,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ECU,Ecuador,2018,2018,0.26777,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ECU,Ecuador,2019,2019,0.26231,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ECU,Ecuador,2020,2020,0.26073,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ECU,Ecuador,2021,2021,0.23515,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),AUT,Austria,2016,2016,0.97505,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),AUT,Austria,2017,2017,0.94503,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),AUT,Austria,2018,2018,0.91199,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),AUT,Austria,2019,2019,0.89431,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",CHE,Switzerland,2016,2016,9920.10844,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",CHE,Switzerland,2017,2017,10167.0321,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",CHE,Switzerland,2018,2018,10488.64975,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IRN,Iran (Islamic Republic of),2016,2016,1898.91454,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IRN,Iran (Islamic Republic of),2017,2017,2093.1174,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IRN,Iran (Islamic Republic of),2018,2018,3250.19291,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IRN,Iran (Islamic Republic of),2019,2019,2063.85029,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IRN,Iran (Islamic Republic of),2020,2020,1791.34051,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LVA,Latvia,2016,2016,0.69424,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LVA,Latvia,2017,2017,0.62762,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LVA,Latvia,2018,2018,0.60002,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LVA,Latvia,2019,2019,0.62058,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MLT,Malta,2016,2016,1.2329,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MLT,Malta,2017,2017,1.06399,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MLT,Malta,2019,2019,1.0951,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ESP,Spain,2016,2016,1.13874,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ESP,Spain,2017,2017,1.13228,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ESP,Spain,2018,2018,1.12375,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ESP,Spain,2019,2019,1.11832,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),NER,Niger,2016,2016,0.37859,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),NER,Niger,2017,2017,0.35658,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),NER,Niger,2018,2018,0.88843,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),IND,India,2016,2016,0.63362,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),IND,India,2017,2017,0.59804,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),IND,India,2018,2018,0.60121,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),IND,India,2019,2019,0.60716,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),IND,India,2020,2020,0.6365,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),BMU,Bermuda,2017,2017,0.42608,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CAN,Canada,2016,2016,20499.03923,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CAN,Canada,2017,2017,19277.26004,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CAN,Canada,2018,2018,20503.44685,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CAN,Canada,2019,2019,21132.36162,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),VUT,Vanuatu,2019,2019,0.75602,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),VUT,Vanuatu,2020,2020,0.86869,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),KOR,Republic of Korea,2016,2016,0.87397,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),KOR,Republic of Korea,2017,2017,0.90175,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),KOR,Republic of Korea,2018,2018,0.92302,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),KOR,Republic of Korea,2019,2019,1.04236,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GIN,Guinea,2016,2016,1.03107,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GIN,Guinea,2017,2017,0.94024,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GIN,Guinea,2019,2019,0.7614,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GIN,Guinea,2020,2020,0.99385,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SLV,El Salvador,2016,2016,117.6207,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SLV,El Salvador,2017,2017,127.08809,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SLV,El Salvador,2018,2018,117.46521,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",SLV,El Salvador,2019,2019,97.66582,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),TCA,Turks and Caicos Islands,2018,2018,0.01467,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),RWA,Rwanda,2016,2016,0.9243,‡,UIS Estimation
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),RWA,Rwanda,2018,2018,0.43719,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),RWA,Rwanda,2021,2021,0.49898,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),JAM,Jamaica,2016,2016,1.27508,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),JAM,Jamaica,2017,2017,1.1426,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),JAM,Jamaica,2018,2018,1.23869,,
